Station Name,State name,District / Town,Basin Name,River Name,Latitude,longitude,Division Name,Type Of Site
Krishnagiri Dam,Tamil Nadu,Krishnagiri,East flowing rivers between Pennar and Kanyakumari,Ponnaiyar,12.474722222222223,78.18583333333333,"Hydrology Division(HD),Chennai",Inflow
Kokangaon,Karnataka,Bijapur,Krishna,Bornala,17.28638888888889,75.63722222222223,"Upper Krishna Division(UKD), Pune",Base
Bairgania,Bihar,SITAMARHI,Ganga,Burhi Gandak,26.673055555555557,85.24944444444445,"Lower Ganga Division-I(LGD-I), Patna",Base
SOMWARPET,Karnataka,Kodagu,Cauvery,Cauvery,12.580555555555556,75.8425,"Cauvery Division, Bangaluru",Base
Poondi Satyamoorthy Reservoir,Tamil Nadu,Tiruvallur,East flowing rivers between Pennar and Kanyakumari,Kosasthalaiyar,13.18,79.86,"Hydrology Division(HD),Chennai",Inflow
Gharmura,Assam,HAILAKANDI,Barak and Others,Dhaleswari,24.28527777777778,92.51611111111112,"Meghna Investigation Division(MID), Shillong",Base
Bhinga,Uttar Pradesh,SHRAWASTI,Ganga,Rapti,27.68638888888889,81.82555555555555,"Middle Ganga Division-I(MGD-I), Lucknow",Base
BAHIRGACHI,West Bengal,MALDAH,Ganga,Mahananda,25.184722222222224,88.08277777777778,"Lower Ganga Division III(LGD-III), Berhampore",Base
Haripur,Uttarakhand,Dehradun,Ganga,Tons (South),30.537222222222223,77.82583333333334,"Upper Yamuna Division(UYD), New Delhi",Base
NIGAI,Uttar Pradesh,SONBHADRA,Ganga,Son,24.46222222222222,83.23222222222222,"Middle Ganga Division-III(MGD-III), Varanasi",Base
Achencoil,Kerala,Kollam,Tapi,Achencoil,9.092377777777779,77.122,Hydrology Division Chengannur,Base
Kathajori Rd.Bridge,Odisha,CUTTACK,Mahanadi,Kathajori,20.438333333333333,85.88805555555557,"Mahanadi Division(MD), Burla",Base
Mohna,Haryana,FARIDABAD,Ganga,Yamuna,28.223611111111108,77.45583333333333,"Upper Yamuna Division(UYD), New Delhi",Base
Kanpur,Uttar Pradesh,KANPUR NAGAR,Ganga,Ganga,26.47222222222222,80.3786111111111,"Middle Ganga Division-II(MGD-II), Lucknow",Level
Terwad (Seasonal),Maharashtra,Kolhapur,Krishna,Panchganga,16.67638888888889,74.57416666666666,"Upper Krishna Division(UKD), Pune",Base
Dudhi at Panagar,Madhya Pradesh,NARSIMHAPUR,Narmada,Dudhi,22.836944444444445,78.60305555555556,"Narmada Division(ND), Bhopal",Base
Lalgarh,West Bengal,JHARGRAM,Ganga,Kangsabati,22.583333333333332,87.04388888888889,"Damodar Division(DD), Asansol",Base
Yazali,Arunachal Pradesh,LOWER SUBANSIRI,Brahmaputra,Ranganadi,27.39527777777778,93.7575,"Upper Brahmaputra Division (UBD), Dibrugarh",Base
Hayuliang,Arunachal Pradesh,ANJAW,Brahmaputra,Lohit,28.073888888888888,96.49638888888889,"Upper Brahmaputra Division (UBD), Dibrugarh",Base
Kabu basti (Kambang),Arunachal Pradesh,WEST SIANG,Brahmaputra,Siyum,28.192777777777778,94.77027777777778,"Upper Brahmaputra Division (UBD), Dibrugarh",Base
Udaipur,Assam,TINSUKIA,Brahmaputra,Tirap,27.33722222222222,95.85027777777778,"Upper Brahmaputra Division (UBD), Dibrugarh",Base
Rudraprayag (C),Uttarakhand,Rudraprayag,Ganga,Alaknanda,30.275277777777777,78.965,"Himalayan Ganga Division,Haridwar",Base
Myntangtihwieh (Khadkasla),Meghalaya,East Jaintia Hills,Brahmaputra,MYNTANGTIWEIH,25.578055555555554,92.55722222222222,"Meghna Investigation Division(MID), Shillong",Base
"Ch. Charan Singh Madhya Ganga Barrage, Bijnor",Uttar Pradesh,BIJNOR,Ganga,Ganga,29.372777777777777,78.03833333333333,"Himalayan Ganga Division,Haridwar",Inflow
Rangit- 3 Dam,Sikkim,WEST DISTRICT,Brahmaputra,Rangit,27.290000000000003,88.28999999999999,"Sikkim Investigation Division, Gangtok",Inflow
KURDHANA,Madhya Pradesh,CHHATARPUR,Ganga,KEN,25.273055555555555,80.35166666666666,"Lower Yamuna Division(LYD), Agra",Base
Waraseoni,Madhya Pradesh,BALAGHAT,Godavari,Chandan,21.75027777777778,80.0363888888889,"Wainganga Division(WD), Nagpur",Base
Bokajan,Assam,KARBI ANGLONG,Brahmaputra,Dhansiri (South),26.015555555555554,93.78722222222223,"Upper Brahmaputra Division (UBD), Dibrugarh",Base
Thottapalli R/s (APSDPSData),Andhra Pradesh,VIZIANAGARAM,East flowing rivers between Mahanadi and Pennar,Nagavali,18.779999999999998,83.49,"Eastern Rivers Division(ERD), Bhubaneswar",Inflow
BHAIRWA DAM,Jharkhand,HAZARIBAG,Ganga,Damodar,23.523055555555555,85.6725,"Damodar Division(DD), Asansol",Inflow
Motipur,Arunachal Pradesh,CHANGLANG,Brahmaputra,Nao Dehing,27.5075,96.16000000000001,"Upper Brahmaputra Division (UBD), Dibrugarh",Base
ENGLISHBAZAR,West Bengal,MALDAH,Ganga,Mahananda,24.995,88.14861111111112,"Lower Ganga Division III(LGD-III), Berhampore",Base
Jagibhakatgaon,Assam,MARIGAON,Brahmaputra,Kopili,26.176944444444445,92.2175,"Middle Brahmaputra Division (MBD), Guwahati",Base
Sonamura-II,Tripura,Sepahijala,Barak and Others,Gumti,23.485555555555557,91.36638888888888,"Meghna Division(MD), Silchar",Base
Bhunter Beas_BBMB,Himachal Pradesh,KULLU,Indus,Beas,31.88722222222222,77.14888888888889,Executive Engineer-I/ NHP BBMB Chandigarh,Base
Jhagarua,Bihar,DARBHANGA,Ganga,Kamalabalan,26.046666666666667,86.34305555555555,"Lower Ganga Division-I(LGD-I), Patna",Base
Vazhavachanur,Tamil Nadu,Tiruvannamalai,East flowing rivers between Pennar and Kanyakumari,Ponnaiyar,12.065833333333334,78.97805555555556,"Hydrology Division(HD),Chennai",Base
HARIHARAPURA,Karnataka,Chikkamagaluru,Krishna,Tunga,13.5225,75.30361111111111,"Cauvery Division, Bangaluru",Base
JAIRAMPUR,Arunachal Pradesh,CHANGLANG,Brahmaputra,Buridehing,27.33277777777778,96.05083333333333,"Upper Brahmaputra Division (UBD), Dibrugarh",Base
Masaurhi,Bihar,PATNA,Ganga,Dhardha,25.301111111111112,85.0775,"Lower Ganga Division-II(LGD-II), Patna",Base
Srisailam Dam,Andhra Pradesh,Mahbubnagar,Krishna,Krishna,16.088888888655532,78.83333333379906,Testing,Base
MANIYAMPATTU,Tamil Nadu,Viluppuram,East flowing rivers between Pennar and Kanyakumari,Varahanadhi,12.22638888888889,79.51472222222222,"Hydrology Division(HD),Chennai",Base
Awalighat,Madhya Pradesh,SEHORE,Narmada,Narmada,22.646666666666665,77.48777777777778,"Narmada Division(ND), Bhopal",Base
Baghpat,Uttar Pradesh,BAGHPAT,Ganga,Yamuna,28.988055555555558,77.20277777777778,"Upper Yamuna Division(UYD), New Delhi",Base
LAKHIYAPAL,West Bengal,BANKURA,Ganga,Shilabati,22.90694444444444,87.07055555555556,"Damodar Division(DD), Asansol",Base
Yeldari Reservoir,Maharashtra,Parbhani,Godavari,Purna,19.71,76.75,"Upper Godavari Division(UGD), Hyderabad",Inflow
Jainagar,Bihar,MADHUBANI,Ganga,Kamla,26.59,86.14750000000001,"Lower Ganga Division-I(LGD-I), Patna",Level
Nardiganj,Bihar,NAWADA,Ganga,Ganga,24.941111111111113,85.42750000000001,"Lower Ganga Division-II(LGD-II), Patna",Base
GHALA,Gujarat,Surat,Tapi,Tapi,21.297222222222224,73.02527777777777,"Executive Engineer, Tapi Division, Surat",Base
HADIGE,Karnataka,Hassan,Cauvery,Hemavathi,13.012222222222222,75.73361111111112,"Cauvery Division, Bangaluru",Base
"Myndu Stage II, Dam Site",Meghalaya,East Jaintia Hills,Brahmaputra,Brahmaputra,25.22027777817503,92.22583333298152,"North Eastern Investigation Division-I, Silchar",Base
CHAPRA,West Bengal,NADIA,Ganga,Jalangi,23.504166666666666,88.55138888888888,"Lower Ganga Division III(LGD-III), Berhampore",Base
BANTWAL,Karnataka,Dakshin Kannada,West flowing rivers from Tadri to Kanyakumari,Netravathi,12.880833333333333,75.0411111111111,"Southern Western River Division(SWRD), Kochi",Base
Ghazipur,Uttar Pradesh,GHAZIPUR,Ganga,Ganga,25.58,83.58833333333332,"Middle Ganga Division-III(MGD-III), Varanasi",Level
Noida,Uttar Pradesh,G.B. Nagar,Ganga,Hindon,28.602222222222224,77.42416666666666,"Upper Yamuna Division(UYD), New Delhi",Base
Mancherial,Telangana,ADILABAD,Godavari,Godavari,18.85027777777778,79.44444444444444,"Upper Godavari Division(UGD), Hyderabad",Base
Ganguwala,Himachal Pradesh,SIRMAUR,Ganga,Bata,30.436944444444446,77.5786111111111,"Upper Yamuna Division(UYD), New Delhi",Base
Bani,Uttar Pradesh,LUCKNOW,Ganga,Sai,26.651666666666664,80.79416666666667,"Middle Ganga Division-II(MGD-II), Lucknow",Base
Gangnani,Uttarakhand,Uttarkashi,Ganga,Bhagirathi,30.896666666666665,78.67750000000001,"Himalayan Ganga Division,Haridwar",Base
Tezpur,Assam,SONITPUR,Brahmaputra,Brahmaputra,26.616666666666667,92.79730555555555,"Upper Brahmaputra Division (UBD), Dibrugarh",Level
T. BEKKUPE,Karnataka,Ramanagar,Cauvery,Arkavathi,12.507222222222222,77.42805555555556,"Cauvery Division, Bangaluru",Base
Bareilly,Uttar Pradesh,BAREILLY,Ganga,Ramganga,28.299166666666668,79.36638888888888,"Middle Ganga Division-II(MGD-II), Lucknow",Level
Ghatsila,Jharkhand,PURBI SINGHBHUM,Subernarekha,Subarnarekha,22.580555555555556,86.46833333333333,"Eastern Rivers Division(ERD), Bhubaneswar",Base
MALAPPUARAM CIVIL STATION,Kerala,MALAPPURAM,-,-,11.038527777777778,76.07634999999999,Hydrology Division Thrissur,Base
Basti,Uttar Pradesh,BASTI,Ganga,Kwano,26.784444444444446,82.7125,"Middle Ganga Division-I(MGD-I), Lucknow",Base
Chintawanpur,Bihar,PURBA CHAMPARAN,Ganga,Burhi Gandak,26.561944444444446,85.05583333333333,"Lower Ganga Division-I(LGD-I), Patna",Base
KUTHIBARI,West Bengal,NORTH 24 PARGANAS,Ganga,Ichamati,23.22583333333333,88.70861111111111,"Lower Ganga Division III(LGD-III), Berhampore",Base
Tilpara Mihirlal Barrage,West Bengal,BIRBHUM,Ganga,Mayurakshi,23.94638888888889,87.525,"Damodar Division(DD), Asansol",Inflow
TALASWADA,Maharashtra,Buldana,Tapi,Nalganaga,20.946666666666665,76.20305555555557,"Executive Engineer, Tapi Division, Surat",Base
MOOSA NAGAR,Uttar Pradesh,KANPUR DEHAT,Ganga,Yamuna,26.151666666666664,79.96444444444445,"Lower Yamuna Division(LYD), Agra",Base
Nagothane,Maharashtra,Raigad,West flowing rivers from Tapi to Tadri,Amba,18.51888888888889,73.1563888888889,"Upper Krishna Division(UKD), Pune",Base
Chaklagaon,Assam,BONGAIGAON,Brahmaputra,Manas,26.385277777777777,90.80666666666666,"Middle Brahmaputra Division (MBD), Guwahati",Base
Ambari,West Bengal,COOCH BEHAR,Brahmaputra,Torsa,26.41638888888889,89.54166666666667,"Lower Brahmaputra Division (LBD), Jalpaiguri",Base
Grand Anicut,Tamil Nadu,Thanjavur,Cauvery,Cauvery,10.83,78.81888888888888,"Southern River Division(SRD), Coimbatore",Inflow
Kishan Nagar,Odisha,CUTTACK,Mahanadi,Mahanadi,20.42666666666667,86.08916666666666,"Mahanadi Division(MD), Burla",Base
BARETHA,Rajasthan,DHOLPUR,Ganga,Uttangan,26.908055555555553,77.93,"Lower Yamuna Division(LYD), Agra",Base
DURVESH,Maharashtra,Thane,West flowing rivers from Tapi to Tadri,Vaitarna,19.7125,72.93055555555556,"Executive Engineer, Tapi Division, Surat",Base
Kharra,Chhattisgarh,SURAJPUR,Ganga,Rihand,23.501944444444444,82.84027777777777,"Middle Ganga Division-III(MGD-III), Varanasi",Base
Moin Bridge_BBMB,Himachal Pradesh,SHIMLA,Indus,Satluj,31.44,77.6277777777778,Executive Engineer-I/ NHP BBMB Chandigarh,Base
Purola,Uttarakhand,Uttarkashi,Ganga,Kamal,30.798055555555557,78.115,"Upper Yamuna Division(UYD), New Delhi",Base
Fatehgarh,Haryana,YAMUNANAGAR,Ganga,Somb,30.172222222222224,77.39222222222223,"Upper Yamuna Division(UYD), New Delhi",Base
Basua,Bihar,SUPAUL,Ganga,Kosi,26.108055555555556,86.52833333333334,"Lower Ganga Division-I(LGD-I), Patna",Level
Kathgodam,Uttarakhand,Nainital,Ganga,Kichha (Gaula),29.2675,79.54833333333333,"Middle Ganga Division-II(MGD-II), Lucknow",Base
KUZHITHURAI,Tamil Nadu,Kanyakumari,West flowing rivers from Tadri to Kanyakumari,Thambraparni,8.302222222222223,77.18861111111111,"Southern Western River Division(SWRD), Kochi",Base
Sakra,Bihar,MUZAFFARPUR,Ganga,Burhi Gandak,26.040555555555557,85.55499999999999,"Lower Ganga Division-I(LGD-I), Patna",Base
Bichhubaggu,Madhya Pradesh,CHHINDWARA,Godavari,Sobhana,21.692777777777778,78.86333333333333,"Wainganga Division(WD), Nagpur",Base
Korba,Chhattisgarh,KORBA,Mahanadi,Hasdeo,22.393333333333334,82.70277777777778,"Mahanadi Division(MD), Burla",Base
MURTI,West Bengal,JALPAIGURI,Brahmaputra,Murti,26.840555555555554,88.82777777777777,"Lower Brahmaputra Division (LBD), Jalpaiguri",Base
Chhinka,Uttarakhand,Chamoli,Ganga,Alaknanda,30.41361111111111,79.36638888888888,"Himalayan Ganga Division,Haridwar",Base
Mirdapalli,Maharashtra,Gadchiroli,Godavari,Indravathi,19.383333333333333,80.55,"Wainganga Division(WD), Nagpur",Base
Telkoi,Odisha,KENDUJHAR,Brahmani and Baitarni,Brahmani,21.356944444444444,85.40222222222222,"Eastern Rivers Division(ERD), Bhubaneswar",Base
Daporizo,Arunachal Pradesh,UPPER SUBANSIRI,Brahmaputra,Subansiri,27.993333333333336,94.22333333333333,"Upper Brahmaputra Division (UBD), Dibrugarh",Base
Jammu Tawi (Sidhra),Jammu & Kashmir,JAMMU,Indus,Tawi,32.76277777777778,74.88444444444445,"Chenab Division(CD), Jammu",Base
Vishnuprayag,Uttarakhand,Chamoli,Ganga,Mandakini,30.56222222222222,79.5761111111111,"Himalayan Ganga Division,Haridwar",Base
BALASAMUDRAM,Tamil Nadu,Dindigul,Cauvery,Varathamanadhi,10.354166666666666,77.56083333333333,"Southern River Division(SRD), Coimbatore",Base
CHAKKALAKUTH,Kerala,MALAPPURAM,West flowing rivers from Tadri to Kanyakumari,Kudhirapuzha,11.264166666666666,76.23861111111111,"Southern Western River Division(SWRD), Kochi",Base
Trimohinighat,Uttar Pradesh,Maharajganj,Ganga,Rohin,27.11777777777778,83.42,"Middle Ganga Division-I(MGD-I), Lucknow",Base
Dabri,Uttar Pradesh,Shahjhanpur,Ganga,Ramganga,27.498055555555556,79.69722222222222,"Middle Ganga Division-II(MGD-II), Lucknow",Level
Dowlaiswaram (State Govt Site),Andhra Pradesh,EAST GODAVARI,Godavari,Godavari,16.938333333333333,81.7825,"Lower Godavari Division(LGD), Hyderabad",Level
Benibad,Bihar,MUZAFFARPUR,Ganga,Bagmati,26.14472222222222,85.69250000000001,"Lower Ganga Division-I(LGD-I), Patna",Level
NARAJ BARRAGE(D/S),Odisha,CUTTACK,,,20.8,85.96666666666667,"Mahanadi Division(MD), Burla",Base
Guwahati(D.C.Court),Assam,KAMRUP,Brahmaputra,Brahmaputra,26.19472222222222,91.74305555555556,"Middle Brahmaputra Division (MBD), Guwahati",Level
SARALPUR,West Bengal,BIRBHUM,Ganga,Dwarka,24.121747222222222,87.8047111111111,"Lower Ganga Division III(LGD-III), Berhampore",Base
Piplatola (Dutta),Madhya Pradesh,BALAGHAT,Godavari,Deo,21.689722222222223,80.33361111111111,"Wainganga Division(WD), Nagpur",Base
Salavad,Rajasthan,JHALAWAR,Ganga,Kalisindh,24.3675,76.20583333333333,"Chambal Division(CD), Jaipur",Base
Ganeshganj,Madhya Pradesh,SEONI,Godavari,Bijna,22.505,79.57888888888888,"Wainganga Division(WD), Nagpur",Base
Temni,Madhya Pradesh,BALAGHAT,Godavari,Son,21.55888888888889,80.465,"Wainganga Division(WD), Nagpur",Base
Sakoli Bridge,Maharashtra,Bhandara,Godavari,Chulband,21.06416666666667,79.98694444444445,"Wainganga Division(WD), Nagpur",Base
Balimela dam (Sileru),Odisha,MALKANGIRI,Godavari,Sileru,18.140277777777776,82.12277777777777,"Lower Godavari Division(LGD), Hyderabad",Inflow
Tandi,Himachal Pradesh,LAHUL and SPITI,Indus,Chander Bhaga,32.533055555555556,76.98305555555555,"Snow Hydrology Division(SHD), Shimla",Base
Ichari Dam,Uttarakhand,Dehradun,Ganga,Tons,30.613611111111112,77.7911111111111,"Upper Yamuna Division(UYD), New Delhi",Inflow
Keitum,Mizoram,SERCHHIP,Minor rivers draining into Myanmar and Bangladesh,Tuichang,23.223333333333333,92.93416666666667,"Meghna Investigation Division(MID), Shillong",Base
BAROT,Himachal Pradesh,MANDI,Indus,Uhl,32.04666666666667,76.83305555555555,"Snow Hydrology Division(SHD), Shimla",Base
Sakhra (Wadsa),Maharashtra,Gadchiroli,Godavari,Wainganga,20.62138888888889,79.93722222222223,"Wainganga Division(WD), Nagpur",Base
Samdoli (Seasonal),Maharashtra,Sangli,Krishna,Warna,16.85638888888889,74.49666666666667,"Upper Krishna Division(UKD), Pune",Base
Patansaongi,Maharashtra,Nagpur,Godavari,Chandrabhaga,21.320833333333333,79.02444444444444,"Wainganga Division(WD), Nagpur",Base
Ghugus,Maharashtra,Chandrapur,Godavari,Wardha,19.95583333333333,79.10083333333333,"Wainganga Division(WD), Nagpur",Base
Barodiya,Rajasthan,JHALAWAR,Ganga,Ujar,24.433611111111112,76.34055555555555,"Chambal Division(CD), Jaipur",Base
UPPER ANICUT,Tamil Nadu,Tiruchirappalli,Cauvery,Cauvery,10.88861111111111,78.58,"Southern River Division(SRD), Coimbatore",Inflow
Nona,Assam,NALBARI,Brahmaputra,-,26.44361111111111,91.56,"Middle Brahmaputra Division (MBD), Guwahati",Base
Puduvayal,Tamil Nadu,Tiruvallur,East flowing rivers between Pennar and Kanyakumari,Araniar,13.336666666666668,80.14611111111111,"Hydrology Division(HD),Chennai",Base
Kahu_1,Himachal Pradesh,SOLAN,,,31.211944,76.781111,Executive Engineer-I/ NHP BBMB Chandigarh,Base
KUDLUR,Karnataka,Chamarajanagara,Cauvery,Palar,11.840555555555556,77.46277777777777,"Southern River Division(SRD), Coimbatore",Base
Bhadrachalam,Telangana,BHADRADRI,Godavari,Godavari,17.669444444444444,80.87388888888889,"Lower Godavari Division(LGD), Hyderabad",Level
ADDOOR,Karnataka,Dakshin Kannada,West flowing rivers from Tadri to Kanyakumari,Gurpur,12.928888888888888,74.9538888888889,"Southern Western River Division(SWRD), Kochi",Base
Jamadarpali,Odisha,SAMBALPUR,Mahanadi,Mahanadi,21.56722222222222,83.98166666666667,"Mahanadi Division(MD), Burla",Base
Swan Khad,Himachal Pradesh,BILASPUR,Indus,Satluj,31.3569444444444,76.3102777777778,Executive Engineer-I/ NHP BBMB Chandigarh,Base
Kadana Dam,Gujarat,Mahisagar,Mahi,Mahi,23.30527777777778,73.82472222222222,"Executive Engineer, Mahi Divison, Gandhinagar",Inflow
Deogaon,Odisha,SAMBALPUR,Mahanadi,Mahanadi,21.221944444444443,83.91222222222223,"Mahanadi Division(MD), Burla",Base
Nandadih,Jharkhand,GIRIDIH,Ganga,Barakar,24.0325,86.43305555555555,"Damodar Division(DD), Asansol",Base
Hathmati Weir,Gujarat,Sabarkantha,Sabarmati,Hathmati,23.60777777777778,72.9675,"Executive Engineer, Mahi Divison, Gandhinagar",Base
UDHARBOND,Assam,CACHAR,Barak and Others,Barak,24.90138888888889,92.9075,"Meghna Division(MD), Silchar",Base
Bakhari,Madhya Pradesh,SEONI,Godavari,Wainganga,22.32472222222222,79.46805555555555,"Wainganga Division(WD), Nagpur",Base
RAYACHOTI,Andhra Pradesh,Kadapa,Pennar,Cheyyeru,14.06638888888889,78.75527777777778,"Hydrology Division(HD),Chennai",Base
Gaur at Bhalawara,Madhya Pradesh,JABALPUR,Narmada,Gour,23.10888888888889,79.98833333333333,"Narmada Division(ND), Bhopal",Base
Gazoldoba,West Bengal,JALPAIGURI,Brahmaputra,Teesta,26.72972222222222,88.58222222222221,"Lower Brahmaputra Division (LBD), Jalpaiguri",Base
Manot,Madhya Pradesh,MANDLA,Narmada,Narmada,22.735833333333336,80.51311111111112,"Narmada Division(ND), Bhopal",Base
Huvinhedigi,Karnataka,Raichur,Krishna,Krishna,16.490277777777777,76.92305555555556,"Lower Krishna Division(LKD), Hyderabad",Base
AKKIHEBBAL,Karnataka,Mandya,Cauvery,Hemavathi,12.598611111111111,76.40055555555556,"Cauvery Division, Bangaluru",Base
Devkali,Uttar Pradesh,GHAZIPUR,Ganga,Gangi,25.54416666666667,83.32666666666667,"Middle Ganga Division-III(MGD-III), Varanasi",Base
Silghat,Assam,NAGAON,Brahmaputra,Brahmaputra,26.618333333333332,92.94111111111111,"Upper Brahmaputra Division (UBD), Dibrugarh",Base
NANIPALSAN,Gujarat,Valsad,West flowing rivers from Tapi to Tadri,Daman Ganga,20.202777777777776,73.28111111111112,"Executive Engineer, Tapi Division, Surat",Base
Banbasa Barrage,Uttarakhand,Champawat,Ganga,Sarda,28.995555555555555,80.10555555555555,"Middle Ganga Division-I(MGD-I), Lucknow",Inflow
CHANDAPUR(UCHHAL),Gujarat,Surat,Tapi,Nisu,21.47722222222222,74.19555555555556,"Executive Engineer, Tapi Division, Surat",Base
Dholai,Assam,CACHAR,Barak and Others,Rukni,24.59361111111111,92.84527777777777,"Meghna Investigation Division(MID), Shillong",Base
Fekoghat,West Bengal,MEDINIPUR,Subernarekha,Dulang,22.308611111111112,86.91638888888889,"Eastern Rivers Division(ERD), Bhubaneswar",Base
Kelo at Raigarh,Chhattisgarh,RAIGARH,Mahanadi,Kelo,21.891111111111112,83.39916666666667,"Mahanadi Division(MD), Burla",Base
Feni G & D Site,Tripura,SOUTH TRIPURA,,,22.978888888888886,91.68222222222222,"Meghna Division(MD), Silchar",Base
HARINKHOLA,West Bengal,HUGLI,Ganga,Mundeswari,22.83861111111111,87.90361111111112,"Damodar Division(DD), Asansol",Level
Hidkal Reservoir,Karnataka,Belgaum,Krishna,Ghatprabha,16.14318611111111,74.64265,"Cauvery Division, Bangaluru",Inflow
Dhaneta,Uttar Pradesh,BAREILLY,Ganga,Kichha (Gaula),28.497777777777777,79.27166666666666,"Middle Ganga Division-II(MGD-II), Lucknow",Base
Pangin,Arunachal Pradesh,EAST SIANG,Brahmaputra,Siang,28.233611111111113,95.00277777777778,"Upper Brahmaputra Division (UBD), Dibrugarh",Base
PHUSRO,Jharkhand,BOKARO,Ganga,Damodar,23.761111111111113,86.01277777777777,"Damodar Division(DD), Asansol",Base
Sapawada,Gujarat,Mahesana,West flowing rivers of Kutch and Saurashtra including Luni,Rupen,23.547222222222224,72.01444444444445,"Executive Engineer, Mahi Divison, Gandhinagar",Base
Jhokho,Madhya Pradesh,SIDHI,Ganga,Gopad,24.42638888888889,82.20611111111111,"Middle Ganga Division-III(MGD-III), Varanasi",Base
Lakshmanpatti,Tamil Nadu,Dindigul,Cauvery,Kodavanar,10.498055555555554,77.94583333333334,"Southern River Division(SRD), Coimbatore",Base
RIHAND DAM,Uttar Pradesh,SONBHADRA,Ganga,Rihand,24.21,83.02,"Middle Ganga Division-III(MGD-III), Varanasi",Inflow
Jalaput dam (Machkund),Odisha,KORAPUT,Godavari,Machkund,18.453888888888887,82.54694444444445,"Lower Godavari Division(LGD), Hyderabad",Inflow
Kanhargaon,Maharashtra,Hingoli,Godavari,Penganga,19.961666666666666,77.14833333333334,"Wainganga Division(WD), Nagpur",Base
Muradpur,Maharashtra,Ratnagiri,West flowing rivers from Tapi to Tadri,Vashisti,17.539722222222224,73.52388888888889,"Upper Krishna Division(UKD), Pune",Base
